completeness_percent,publisher,quality_score,pid,error_percent,id,weighted_error_percent,weighted_quality_rating,schema_version,title,quality_rating,weighted_quality_score,weighted_completeness_percent
95.24,ALLIANCE > SAIL,89.48,fa257aa8-51fc-4eb7-a448-e473fa54686d,16.28,5e2a7277-dc64-499a-b16d-51850d9ad00b,20.63,Gold,1.1.7,Emergency Department Dataset Daily,Gold,89.69,100.0
19.05,,32.78,10ffac16-d0c2-4d53-ab6a-69a38e283223,53.49,5e442584-9acd-4e8d-9448-5f8f2b937d56,55.56,Not Rated,1.1.7,NHS Tayside and Fife Biochemistry (Lab Data Restructured),Not Rated,38.88,33.33
19.05,,33.95,bf392537-82b4-4d71-ace0-e7bea3b167fb,51.16,5e9d4a4b-544c-4739-b079-62f353086fde,50.79,Not Rated,1.1.7,Moorfields AMD Dataset Release 002,Not Rated,41.27,33.33
19.05,,32.78,0a852454-ee67-443b-a091-d13499a71b41,53.49,5ef3573a-274a-41e1-8f64-9330109d59d1,55.56,Not Rated,1.1.7,National Cancer Registration and Analysis Service,Not Rated,38.88,33.33
19.05,,32.78,69996d55-ead8-4c8a-a2b6-eb5cdc0e7d75,53.49,5fbc74c1-e305-4697-bb02-1de6585d6113,55.56,Not Rated,1.1.7,HES Admitted Patient Care data for QResearch,Not Rated,38.88,33.33
19.05,,31.62,628e9ad9-28c5-4d58-9ec5-04a63be9b4cf,55.81,5fdfa652-eda8-4709-89e0-02d8412851d4,60.32,Not Rated,1.1.7,Covid-19 Infection Survey,Not Rated,36.5,33.33
95.24,HUB > DISCOVER NOW,87.16,1032850f-7631-4d9e-a760-b0532bffd21a,20.93,601f1504-2706-405b-94cb-8cd14231f434,26.98,Gold,1.1.7,North West London population data (NWL POP),Gold,86.51,100.0
19.05,,33.95,108ba1b0-994d-449c-b192-2331698e477d,51.16,602dc3ef-8c76-4ad4-941b-0a39e50481e7,50.79,Not Rated,1.1.7,"Investigating the impact of frailty, age and illness severity during COVID-19",Not Rated,41.27,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,71eb0192-1124-4b27-86e4-1139e0047a02,16.28,60b148f7-b48c-49c4-9286-b83691cfc7b2,15.87,Bronze,1.1.7,STAMPEDE,Silver,72.22,60.32
19.05,,32.78,3858647c-5161-45dc-ba49-66a4fc4499c2,53.49,61b34cfb-041b-46a3-801d-1932b92795b9,55.56,Not Rated,1.1.7,Weekly SUS Inpatient Dataset,Not Rated,38.88,33.33
19.05,,32.78,fa9c25eb-1ce0-4f44-b6a6-46ec8caeef40,53.49,61df41f6-6d91-4144-b29d-489dd73c48a1,55.56,Not Rated,1.1.7,COVID-19 Wastewater data,Not Rated,38.88,33.33
19.05,,32.78,ed2de8fe-a204-4a4e-bcfa-9e3ad85e2fee,53.49,62663e36-f8cb-4ca0-9fdf-bca1023726d3,55.56,Not Rated,1.1.7,HES Admitted Patient Care data for CPRD Aurum,Not Rated,38.88,33.33
95.24,GENOMICS ENGLAND,87.16,ea748742-568a-46e2-b603-2fada49024e1,20.93,62c01293-83a5-4d4d-9d36-9d7aa2bf120f,23.81,Gold,1.1.7,GENOMICS ENGLAND 100K PHE LINKED DATA,Gold,88.09,100.0
35.71,HUB > BREATHE,53.9,2454a964-be58-4d1f-8f9a-ffae9db9129c,27.91,62fef8d2-c397-43c3-b14a-69cf89423887,28.57,Not Rated,1.1.7,Vitamin D supplementation meta-analyses,Not Rated,50.8,30.16
19.05,,32.78,add6226b-0f21-439a-84a6-51dc26cdc425,53.49,63f5c784-e0ee-46db-bbe5-279164033ed4,55.56,Not Rated,1.1.7,Intensive Care National Audit and Research Centre - Covid19 (ICNC),Not Rated,38.88,33.33
19.05,,32.78,826be5be-9977-49f9-b6d1-83ed9de08ebe,53.49,6421830a-148d-4f86-8cd3-cefb5177610c,55.56,Not Rated,1.1.7,Tayside Microbiology Lab,Not Rated,38.88,33.33
19.05,,31.62,fcf5a844-f48d-428e-aa06-abe64e66185e,55.81,645168a0-21b1-4e13-85d8-266ad9040af8,60.32,Not Rated,1.1.7,Suspected Cancer Pathway Monthly (SPCM),Not Rated,36.5,33.33
19.05,,32.78,fa8bf269-4769-491b-b398-fa63137d14ab,53.49,6456c509-aa71-45de-b4f4-251448e45cbc,55.56,Not Rated,1.1.7,Intensive Care National Audit and Research Centre (ICCD),Not Rated,38.88,33.33
4.76,,29.12,7e5f0247-f033-4f98-aed3-3d7422b9dc6d,46.51,646d65df-fc4c-4680-b949-79ec8f40b406,46.03,Not Rated,1.1.7,"Trusted Research Environments for CVD-COVID-UK in England, Scotland, and Wales",Not Rated,29.36,4.76
19.05,,30.45,050163dc-1728-4ac5-a7d9-4dd3ca0ca12a,58.14,649261ce-833f-459e-908c-2ef93c5fed41,65.08,Not Rated,1.1.7,Civil Registration - Deaths,Not Rated,34.12,33.33
19.05,,33.95,368ad790-3ad8-4f93-9a7c-0bfb64dc6015,51.16,658c4030-3a6d-4e67-abea-25601a478861,50.79,Not Rated,1.1.7,Welsh Cancer Intelligence and Surveillance Unit (WCSU),Not Rated,41.27,33.33
92.86,ALLIANCE > SAIL,88.29,97896866-ab5e-408a-ac5a-072802db9faf,16.28,65c8a30c-de2c-47bf-87e4-18c86e75e54a,20.63,Gold,1.1.7,Diagnostic and Therapy Services Waiting Times,Gold,88.89,98.41
19.05,,33.95,e4004e0e-6adb-4b11-82c2-af0caf61d751,51.16,65ce36d2-f5fa-4a10-b210-b917fbb7c8a5,50.79,Not Rated,1.1.7,Careers Wales Dataset (CARW),Not Rated,41.27,33.33
19.05,,32.78,3c19e2c9-96d5-45f3-9c55-fc3cec762cd7,53.49,65eaa19c-e4b6-4611-922a-4be585a6d348,55.56,Not Rated,1.1.7,Falls and Fragility Fracture Audit  Programme - Inpatient Falls clinical dataset,Not Rated,38.88,33.33
19.05,,32.78,0c43c0b6-de3a-478b-8190-4da37fbe5ff5,53.49,6615ba0a-9bcf-4a3b-8204-283c5e741b2b,55.56,Not Rated,1.1.7,Fife Microbiology Lab,Not Rated,38.88,33.33
64.29,HUB > BREATHE,72.84,7d23e729-72b0-4dd1-820d-07697b49acd0,18.6,661b27db-38d4-4a9c-ac40-e3146ef12350,19.05,Bronze,1.1.7,Theory of Planned Behaviour Intervention: respiratory disease in South India,Bronze,68.25,55.56
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,5ef75d71-73ce-4451-9d7a-a39dd82b712f,16.28,6620b221-6909-4106-a49e-f1b5820be2f3,15.87,Bronze,1.1.7,interNational Anaplastic Thyroid Cancer Tissue Bank (iNATT),Silver,72.22,60.32
92.86,ALLIANCE > ROYAL COLLEGE OF GENERAL PRACTITIONERS,83.64,d5049af5-e351-4b22-8f75-6f3dfc96419b,25.58,664513d6-d766-461d-a69e-206a928cd14f,30.16,Silver,1.1.7,The Royal College of General Practitioners (RCGP) Research and Surveillance Centre (RSC) primary care sentinel network and database,Silver,83.34,96.83
28.57,ALLIANCE > HQIP,46.84,becd2624-9a01-4f01-bcf8-56e94545a49a,34.88,668eefeb-fb5c-46d8-a052-12fa8da4931b,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): Adult Asthma secondary care clinical dataset,Not Rated,44.45,23.81
19.05,,32.78,05e6752e-3a0b-4809-aa14-207b4761ef60,53.49,670dbf72-0140-4228-b2de-4ad1ba1c920d,55.56,Not Rated,1.1.7,Scotland Accident and Emergency,Not Rated,38.88,33.33
19.05,,32.78,10ffac16-d0c2-4d53-ab6a-69a38e283223,53.49,672a54ba-0b41-4573-adf8-e97158fad9bc,55.56,Not Rated,1.1.7,NHS Tayside and Fife Biochemistry,Not Rated,38.88,33.33
19.05,,32.78,c294bb01-062b-494e-942b-1efe8cbac3dc,53.49,674c290e-36c6-4d9b-a908-a23e89a6745c,55.56,Not Rated,1.1.7,NHS Tayside and Fife Haematology,Not Rated,38.88,33.33
4.76,,29.12,3cc81e6c-0c17-4ccd-8202-a9aceb82c989,46.51,6762c371-8f4a-4511-910a-faf85760eab2,46.03,Not Rated,1.1.7,National Cardiac Audit Programme - Cardiac Rhythm Management (CRM),Not Rated,29.36,4.76
19.05,,32.78,3f073707-50b4-48cf-93b6-76843519a5c0,53.49,67ab8a56-99d7-4951-aacb-5dca0b8ffa35,55.56,Not Rated,1.1.7,National Waiting List Clock Stops,Not Rated,38.88,33.33
80.95,HUB > BREATHE,84.66,6277abc6-c039-4886-8489-d4a2cdb8190c,11.63,67cd0c2b-3944-4bc4-a03a-4081ee67847f,12.7,Silver,1.1.7,Genetics of Asthma Severity & Phenotypes,Silver,79.37,71.43
19.05,,32.78,c38541a7-cf43-4bfd-928d-75613abc8e3f,53.49,682b4d85-732a-4440-922d-07191a604143,55.56,Not Rated,1.1.7,UK Renal Registry - AKI Lab Alerts Dataset,Not Rated,38.88,33.33
19.05,,32.78,1fcaf429-8762-454c-b999-c5fdd757b880,53.49,68906d25-384c-4152-86b5-50c5170ad94c,55.56,Not Rated,1.1.7,Epilepsy 12 - clinical audit,Not Rated,38.88,33.33
19.05,,32.78,49e63323-e564-48ac-9f11-cf77bf0fe20b,53.49,69220bf9-f223-4e88-91c8-8ae8eab9f438,55.56,Not Rated,1.1.7,Tayside & Fife Diabetes – Summary and a range of diabetes related datasets.,Not Rated,38.88,33.33
19.05,,31.62,8e739a01-bcfa-4b75-b7f8-e694ee185f8d,55.81,693fd389-a3a9-4cc9-9a13-6218d84292fd,60.32,Not Rated,1.1.7,Business Insights and Conditions Survey (BICS),Not Rated,36.5,33.33
19.05,,32.78,617f9f54-3fb6-40c3-b391-fe51d1fc7c49,53.49,697690e1-e766-43be-bf89-244aab0641a8,55.56,Not Rated,1.1.7,HES Diagnostic Imaging Dataset for CPRD Aurum,Not Rated,38.88,33.33
19.05,,32.78,faf2fc49-d09f-4ea2-a2cb-b1d30fffa406,53.49,69833273-2b81-4657-8d80-5bafb2c0834d,55.56,Not Rated,1.1.7,"Deaths – CHI, Community Health Index",Not Rated,38.88,33.33
28.57,ALLIANCE > HQIP,46.84,8a3ec96a-0600-4c6d-8761-9d277f07b9da,34.88,6a11bc97-b57a-458f-8a3e-98c71221cb5c,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): primary care workstream resources,Not Rated,44.45,23.81
92.86,HUB > DISCOVER NOW,88.29,1fe1e7bb-ef6e-4d89-9824-bb560afc81f0,16.28,6a390359-1e26-470f-a4e5-bfb31a5ed643,20.63,Gold,1.1.7,North West London Patient Index (NWL PI),Gold,88.1,96.83
73.81,ALLIANCE > NHS DIGITAL,70.62,fa2ec63d-f76d-4555-8fc1-f4bd66e3c60d,32.56,6a63513f-92cb-43ce-b0dd-fdb1113150c9,36.51,Bronze,1.1.7,Mental Health Services Data Set,Bronze,72.22,80.95
19.05,,33.95,7c087b3c-cc04-4d3d-894b-7ea5419fa714,51.16,6a9a3c4c-95d4-45da-9520-c3b9aceb6d13,50.79,Not Rated,1.1.7,UHB Linked Diabetic Eye Disease from National Screening to Hospital Eye Care,Not Rated,41.27,33.33
66.67,HUB > PIONEER,70.55,7b1c1f1a-4fb2-452d-9a3c-7748992b1fa4,25.58,6ae22437-38d7-4c47-b529-e100e15c81ab,26.98,Bronze,1.1.7,Synthetic Dataset: Patients at risk of sudden death: hypertrophic cardiomyopathy,Bronze,73.81,74.6
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,71e898d1-db8c-4887-a605-dd6336b92a34,16.28,6aebcd6d-10c6-44cd-80d6-b5a90791db4f,15.87,Bronze,1.1.7,York Tissue Bank,Silver,73.81,63.49
19.05,,33.95,bf392537-82b4-4d71-ace0-e7bea3b167fb,51.16,6af010f2-5973-486f-a44b-ef296455bee6,50.79,Not Rated,1.1.7,Moorfields AMD Dataset 002,Not Rated,41.27,33.33
19.05,,32.78,b5439bc5-8141-4a13-a024-a6db2003b40e,53.49,6bbafb1d-09d3-443f-83db-cfd3a58a5e20,55.56,Not Rated,1.1.7,National Cancer TRE,Not Rated,38.88,33.33
76.19,ALLIANCE > TISSUE DIRECTORY,77.63,bdda7221-7c02-4ced-b7a8-3806a073d981,20.93,6bc36f07-d55a-4a97-afab-29d93dc65bde,19.05,Bronze,1.1.7,Sheffield Brain Tissue Bank (SBTB),Silver,73.81,66.67
69.05,HUB > BREATHE,76.38,01c3d08c-6948-4059-a027-3437e4f5d53b,16.28,6bca5d27-5b98-45e7-b834-6980ba5db5c9,15.87,Bronze,1.1.7,Leicester Respiratory Research Database,Silver,73.02,61.9
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,2dc1218d-df5f-4025-826c-cf5ca7d67882,16.28,6bde3902-5d69-4c24-9d10-f84a63efdb22,15.87,Bronze,1.1.7,Leeds Breast Research Tissue Bank,Silver,72.22,60.32
19.05,,32.78,6bfe44ef-9532-4986-b8a2-9c2cda4a89cc,53.49,6c12c555-c011-4f43-b98f-df0bfaad6b05,55.56,Not Rated,1.1.7,Moorfields Eye Image BioResource 001,Not Rated,38.88,33.33
4.76,,29.12,4a5c610f-019d-450a-90c5-0fe315027f56,46.51,6cae7a61-568d-40b1-984a-1dd9365f9c71,46.03,Not Rated,1.1.7,Effects of second-hand smoke on pregnant women: a phenomenological study,Not Rated,29.36,4.76
28.57,ALLIANCE > HQIP,48.0,03e77b9d-57b8-44d5-8d64-9b1325958b22,32.56,6cd16bca-395b-4dbc-a817-15fd55a1a8e8,33.33,Not Rated,1.1.7,National Vascular Registry Audit Carotid Lower Limb Amputation clinical dataset,Not Rated,45.24,23.81
71.43,ALLIANCE > TISSUE DIRECTORY,75.25,7f9672fa-dad5-479d-a929-52719e8cc2fa,20.93,6ceec25d-2c8e-4dd7-8f99-2e56ec63c298,20.63,Bronze,1.1.7,DARWIN1 Trial,Bronze,71.43,63.49
4.76,,29.12,680a7d41-0fd1-4b32-a2cd-190e338f8ac7,46.51,6dd170f2-c9fe-4496-9499-26783d84e3c2,46.03,Not Rated,1.1.7,Exploring Personal Preparedness and Self-Protective Measures during COVID-19,Not Rated,29.36,4.76
61.9,HUB > BREATHE,70.48,dae5b81c-db28-414b-9328-5596632a8732,20.93,6dd62b6b-d832-4c65-a101-20fe9edd75fc,20.63,Bronze,1.1.7,"Introducing pulse oximetry in IMNCI, primary health facilities in Pune India",Bronze,66.67,53.97
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,37886fb5-d0ae-400f-89eb-78664897bcf2,16.28,6dd6c679-7c5f-4d8e-b1e4-8f1447425e96,15.87,Bronze,1.1.7,Wales Cancer Bank,Silver,72.22,60.32
19.05,,32.78,733b1060-f958-4c3e-ab6a-2b87901d9a9a,53.49,6e1400af-cdad-4843-b8f2-ccc7d444e833,55.56,Not Rated,1.1.7,HES Accident and Emergency data for CPRD GOLD,Not Rated,38.88,33.33
19.05,,31.62,fede31c6-a9c5-4cfb-9866-9b58b2199cff,55.81,6e47173e-651a-404e-a0b2-1fa1cbd887b1,60.32,Not Rated,1.1.7,Covid-19 Second Generation Surveillance System,Not Rated,36.5,33.33
28.57,ALLIANCE > HQIP,46.84,4b33fc6d-3cac-4404-adac-d693328456fa,34.88,6e70b32a-dfbc-46d3-9784-479f3f09527e,34.92,Not Rated,1.1.7,National Asthma and COPD Audit Programme (NACAP): Pulmonary rehabilitation - organisational audit,Not Rated,44.45,23.81
19.05,,32.78,584bf8c8-d58f-44c6-9b65-e1611144fd54,53.49,6e92101b-a660-4854-9a19-040324b6c9b3,55.56,Not Rated,1.1.7,Annual District Death Daily (ADDD),Not Rated,38.88,33.33
4.76,,29.12,19b4cd38-3828-4bb1-a980-4f7420658965,46.51,6eef1d16-2283-4932-aa6c-c71ae7fa9e3e,46.03,Not Rated,1.1.7,TwinsUK,Not Rated,29.36,4.76
83.33,ALLIANCE > SAIL,80.03,fa8bf269-4769-491b-b398-fa63137d14ab,23.26,6f348bdc-21e4-459b-b658-dc839a1e2133,26.98,Silver,1.1.7,Intensive Care National Audit and Research Centre,Silver,81.75,90.48
19.05,,32.78,e87410ec-a819-43db-99d1-f887c977e525,53.49,6f9a4cb1-7c5a-4671-838a-9554a6491266,55.56,Not Rated,1.1.7,National Early Inflammatory Arthritis Audit - patient survey,Not Rated,38.88,33.33
19.05,,32.78,14a39e96-8ac3-4df3-b42b-07718121c585,53.49,6fbdc930-be40-4492-ba79-82d06d49b539,55.56,Not Rated,1.1.7,"NHS Tayside A&E, Diagnosis dataset during A&E visit",Not Rated,38.88,33.33
19.05,,32.78,a77e52cc-d404-45d6-835f-32e2dc46778a,53.49,6fd8abda-7e49-436c-9131-a1f607569c14,55.56,Not Rated,1.1.7,Covid-19 UK Non-hospital Antibody Testing Results,Not Rated,38.88,33.33
19.05,,32.78,14a39e96-8ac3-4df3-b42b-07718121c585,53.49,6ffc7fd8-732f-4360-b38b-fa94dd75a13d,55.56,Not Rated,1.1.7,"NHS Tayside A&E, Diagnosis During A&E visit",Not Rated,38.88,33.33
19.05,,32.78,5692eade-5738-48ed-8527-39be9caaa7b5,53.49,7017aede-b38a-4b70-b7b2-aade001d0cc0,55.56,Not Rated,1.1.7,School Workforce Annual Census (SWAC),Not Rated,38.88,33.33
19.05,,31.62,dca0c95b-ae7d-4163-8c3b-a881f779df02,55.81,70491568-676d-43e4-b3c3-b1db4f1ff530,60.32,Not Rated,1.1.7,National Records of Scotland (NRS) - Stillbirth Data,Not Rated,36.5,33.33
19.05,,33.95,8ca05f55-af73-42bd-b682-851c2c54a6cc,51.16,705f86b8-4c2f-4ed5-b792-3a0d49d14c75,50.79,Not Rated,1.1.7,GoDARTS,Not Rated,41.27,33.33
19.05,,32.78,2b847fd2-0f65-43b7-84e1-10cec99d699e,53.49,708839a0-d003-4917-bbd9-92741f54ab75,55.56,Not Rated,1.1.7,National Waiting List Clock Starts,Not Rated,38.88,33.33
19.05,,31.62,a20643c7-ef15-4f7d-9e48-5a9f23a645c1,55.81,70ad0b2c-a8dd-4f91-a5b8-adca272bf215,60.32,Not Rated,1.1.7,BathTAP Switching Cohort 3,Not Rated,36.5,33.33
69.05,ALLIANCE > TISSUE DIRECTORY,75.22,7dcd5c0a-1922-4fe2-9b7e-090e4c39861b,18.6,70b4d407-288a-4945-a4d5-506d60715110,17.46,Bronze,1.1.7,CASPS: A Phase II trial of Cediranib in ASPS patients,Bronze,71.43,60.32
4.76,,29.12,009bcb87-05f3-46e6-8866-7e4df698cb19,46.51,70c318c4-b388-4102-924e-5419d44c1679,46.03,Not Rated,1.1.7,CuT-AsthMa: Culturally tailored school-based intervention for asthma in Malaysia,Not Rated,29.36,4.76
19.05,,33.95,120106fb-49b4-4bc0-b30c-50a59c5c6253,51.16,719dd9c9-9aa5-426d-981a-57f0ad3f1480,50.79,Not Rated,1.1.7,Moorfields DMO Dataset 003,Not Rated,41.27,33.33
73.81,ALLIANCE > AVON LONGITUDINAL STUDY OF PARENTS AND CHILDREN,78.77,255d70c6-9a50-4b62-adc0-44216606a216,16.28,71b8569c-b582-499c-85aa-909b825f6ea6,15.87,Bronze,1.1.7,Avon Longitudinal Study of Parents and Children,Silver,74.6,65.08
19.05,,33.95,99dc4159-00d0-4874-b158-fe30244b53a1,51.16,71f9cf07-0560-42b4-a0fe-5de725dacd31,50.79,Not Rated,1.1.7,"Hospitalised and ventilator acquired pneumonia severity, treatments, outcomes",Not Rated,41.27,33.33
4.76,,29.12,39d7ad29-be30-4e12-a7c8-d8757141de85,46.51,7257d45c-6697-4c49-bbce-de0d456c0678,46.03,Not Rated,1.1.7,NIHR BioResource: SNP imputation data,Not Rated,29.36,4.76
19.05,,32.78,eecbdd8d-92a0-4dfd-a216-1cf7f1f8c98f,53.49,72eb9599-aa37-4c17-bc56-a7833e8038db,55.56,Not Rated,1.1.7,National Paediatric Diabetes Audit - survey of diabetes-related technologies,Not Rated,38.88,33.33
16.67,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,39.73,5505e91d-9e0a-4969-87d5-00f256d91306,37.21,72fe91de-b0c0-423a-ad68-bd7067b20ad8,36.51,Not Rated,1.1.7,Infoflex Cancer Registry,Not Rated,38.89,14.29
78.57,HUB > PIONEER,77.66,16a09f1b-3654-4ec3-9913-fb70cb1e2364,23.26,730b3e54-1f59-4c07-b5d6-e6b63e4dda35,23.81,Silver,1.1.7,"Deeply-phenotyped hospital COVID patients: severity, acuity, therapies, outcomes",Silver,80.95,85.71
78.57,HUB > BREATHE,84.63,b8bcda0b-3c90-4382-aeb7-b01fc27e58fa,9.3,73462506-32c5-43a0-963e-06d67e967b97,11.11,Silver,1.1.7,UK BiLEVE Consortium Dataset,Silver,79.37,69.84
19.05,,31.62,c71fbdc3-0311-4b3f-a9ff-7d2f2c0ba993,55.81,73941d19-6fcd-40e9-a7bd-ef0d91f93de9,60.32,Not Rated,1.1.7,Critical Care Minimum Dataset,Not Rated,36.5,33.33
95.24,NIHR Health Informatics Collaborative Viral Hepatitis Theme,80.18,66be725a-b950-4bf8-9a35-7e33ce765a25,34.88,73f54071-62bf-48f5-8be1-569208b18ab8,39.68,Silver,1.1.7,HIC Hepatitis v2,Silver,80.16,100.0
69.05,ALLIANCE > TISSUE DIRECTORY,76.38,576fbcf8-ff25-4230-ae69-e72ca02b95f1,16.28,74241b17-23b7-4233-b7b9-1a484aa053b0,15.87,Bronze,1.1.7,Myeloma XII clinical trial samples,Silver,72.22,60.32
19.05,,32.78,02ddc5c9-03d4-40e4-9934-e60817ec8f3e,53.49,747d57aa-a02b-411c-9403-2e3ec9d3e5b5,55.56,Not Rated,1.1.7,NIHR IBD BioResource: Contact detail,Not Rated,38.88,33.33
4.76,,29.12,dec09f2e-a93f-41e2-8217-72431ea4a19e,46.51,74b54e34-0e01-4447-be1d-e9da3e03cd2e,46.03,Not Rated,1.1.7,NIHR BioResource: Metabolite data,Not Rated,29.36,4.76
4.76,,29.12,587a94e6-48a4-4e5e-8230-4018897bc7c7,46.51,74be1c67-ab42-4716-a63b-be3f5de0d489,46.03,Not Rated,1.1.7,National Audit of Dementia Round 4 - casenote audit,Not Rated,29.36,4.76
19.05,,32.78,e355c9b9-44f0-4ba3-a872-645aa88f4f2b,53.49,75dabfb3-69b7-4192-b257-d0d814e5872d,55.56,Not Rated,1.1.7,National Paediatric Diabetes Audit - core clinical dataset,Not Rated,38.88,33.33
19.05,,33.95,131784c0-769d-4f7b-b7d0-b5f4b89886d4,51.16,76535d6e-ce0c-407c-ba22-1b2420a1e654,50.79,Not Rated,1.1.7,National Exercise Referral Scheme,Not Rated,41.27,33.33
19.05,,31.62,d4362d41-0838-4f41-bba3-c3268312c444,55.81,76ac3c66-8c3f-41c1-8de2-2b56dd5512dc,60.32,Not Rated,1.1.7,Hospital Episode Statistics Outpatients,Not Rated,36.5,33.33
19.05,,33.95,120106fb-49b4-4bc0-b30c-50a59c5c6253,51.16,77422eb1-7bdb-4205-b3d0-57d1add35317,50.79,Not Rated,1.1.7,Moorfields DMO Dataset Release 001,Not Rated,41.27,33.33
95.24,NHSX,90.64,31f0148b-f965-4136-ab39-6c5bbbf8c2d9,13.95,77824298-ef3b-40f7-a0a4-b6dedb2e7a02,15.87,Gold,1.1.7,The National COVID-19 Chest Imaging Database,Gold,92.06,100.0
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,7e60a651-b3d6-40ef-93dc-1f87dabee7be,16.28,7793f54e-73be-4c97-a941-ba105b1b0480,15.87,Bronze,1.1.7,Leeds Multidisciplinary Research Tissue Bank,Silver,73.81,63.49
4.76,,29.12,d858cd90-9a2f-4330-9bbe-46e047a5d0a2,46.51,77adbbe0-6cc7-426d-b485-4ac1f05a746b,46.03,Not Rated,1.1.7,UK Longitudinal Linkage Collaboration (UK LLC),Not Rated,29.36,4.76
19.05,,32.78,cba62a8d-5917-4912-ad4d-340472f7b904,53.49,77b48222-3a00-4dcc-b0ef-3f99dfae697e,55.56,Not Rated,1.1.7,Lifelong Learning Wales Record (LLWR),Not Rated,38.88,33.33
19.05,,31.62,33092502-12ef-4bc0-8400-5f63915cbf33,55.81,77dc7118-443c-4c85-a18c-e7bbe01e9e7a,60.32,Not Rated,1.1.7,1958 National Child Development Study - Pain data,Not Rated,36.5,33.33
19.05,,33.95,a0c27454-8cbe-418f-bdae-a85d5e92e9d4,51.16,77f4f3ec-31aa-4eb9-8896-a063ce831c9b,50.79,Not Rated,1.1.7,Maternity Indicators Dataset (MIDS),Not Rated,41.27,33.33
19.05,,32.78,f8af632e-442d-4931-a370-b7fa2fa4b896,53.49,783184b6-e8f4-4768-a3eb-442a7f044aaa,55.56,Not Rated,1.1.7,Systemic Anti-Cancer Treatment (SACT) data for CPRD Aurum,Not Rated,38.88,33.33
35.71,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,44.6,10ffac16-d0c2-4d53-ab6a-69a38e283223,46.51,7858978f-30e8-42e7-abe4-d9af5447c278,50.79,Not Rated,1.1.7,NHS Tayside and Fife Haematology Biochemistry (Lab Data Restructured),Not Rated,47.62,46.03
71.43,ALLIANCE > TISSUE DIRECTORY,77.58,ce533c67-5565-4010-bedf-dca3863a9084,16.28,7862c1c2-d4d6-4b3c-aea1-1f15a5b3b5ea,15.87,Bronze,1.1.7,UCL / UCLH Biobank for Studying Health and Disease,Silver,73.81,63.49
95.24,ALLIANCE > SAIL,90.64,594cfe55-96e3-45ff-874c-2c0006eeb881,13.95,78ce070c-84db-4676-81c5-0c672f4e12e3,15.87,Gold,1.1.7,COVID-19 Symptom Tracker Dataset,Gold,92.06,100.0
64.29,ALLIANCE > NHS DIGITAL,60.05,efecbe58-4822-4f17-bf5c-92113d143db9,44.19,78fe2e13-7f40-406f-a584-04909d0ce060,49.21,Not Rated,1.1.7,Mental Health Minimum Dataset v4.1 (Sensitive) Episodes,Not Rated,64.28,77.78
19.05,,32.78,a4c595a6-cb41-4743-bea3-feb4d4c72091,53.49,7964fc83-017a-4786-918e-bab61f7ddd99,55.56,Not Rated,1.1.7,CAPS,Not Rated,38.88,33.33
19.05,,32.78,c7219fcb-cf19-474c-bdbf-8d72b84c9f0e,53.49,7966a272-a2ba-4763-904b-f7d1e00bcfcd,55.56,Not Rated,1.1.7,SACT - systemic anticancer treatment  for QResearch,Not Rated,38.88,33.33
19.05,,32.78,7b1c1f1a-4fb2-452d-9a3c-7748992b1fa4,53.49,796d97b4-6f3d-4ee8-8966-9238efdcac2d,52.38,Not Rated,1.1.7,Synthetic Dataset - Patients at risk of sudden death: hypertrophic cardiomyopathy,Not Rated,40.47,33.33
71.43,ALLIANCE > TISSUE DIRECTORY,76.42,314953f6-58e7-49c0-adfd-c60e623eba74,18.6,79b02690-798b-462d-9ced-f53c9e39d624,17.46,Bronze,1.1.7,Central England Haemato-oncology and oncology Research Biobank (CEHRB),Silver,73.02,63.49
19.05,,33.95,e179bd5b-0153-46d4-9e1b-4febd3f1153f,51.16,79dfcffd-3f50-4fa2-bd3a-8ef1464e7589,50.79,Not Rated,1.1.7,SCI Diabetes,Not Rated,41.27,33.33
64.29,ALLIANCE > NHS DIGITAL,60.05,1a8fc23c-b67b-4171-b5e1-1b650fce1ef4,44.19,7aa02796-787a-42c2-b97e-d008fa77e4b8,49.21,Not Rated,1.1.7,Mental Health & Learning Disabilities Dataset v 1 (Non-Sensitive) Records,Not Rated,64.28,77.78
19.05,,31.62,204fa806-071d-4410-9c2c-143017d32d24,55.81,7aa38c5c-771c-4157-a008-32051a5aed4b,60.32,Not Rated,1.1.7,Education Wales (EDUW),Not Rated,36.5,33.33
19.05,,32.78,fc2fcaec-bd5b-4d43-9e0c-2fed36eff0e4,53.49,7ada943a-083d-44c5-a147-32e581e3ed20,55.56,Not Rated,1.1.7,NIHR BioResource: Contact detail,Not Rated,38.88,33.33
