title,publisher,id,errors,schema_error_count
National Joint Registry - Revision Shoulder Replacement dataset,ALLIANCE > HQIP,bddcc89d-028f-48a5-b568-7dccd574563b,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}]",14
4 LMIC Asian Country ChrOnic: estimating respiratory disease burden in adults,HUBS > BREATHE,be9bf427-d96d-4b1a-b1d1-83bdc3e8790b,"[{'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access is managed on a project-by-project basis. Contact the RESPIRE team: https://www.ed.ac.uk/usher/respire/about/projects' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: '>18' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'citations', 'message': ""citations: 'Systematic scoping review protocol of methodologies of chronic respiratory disease surveys in low/middle-income countries. Agarwal D, Hanafi NS, Chippagiri S, Brakema EA, Pinnock H, Khoo EM, Sheikh A, Liew SM, Ng CW, Isaac R, Chinna K, Ping WL, Hussein NB, Juvekar S & the RESPIRE Collaborators. NPJ Prim Care Respir Med. 2019 May; 29:17' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Systematic scoping review protocol of methodologies of chronic respiratory disease surveys in low/middle-income countries. Agarwal D, Hanafi NS, Chippagiri S, Brakema EA, Pinnock H, Khoo EM, Sheikh A, Liew SM, Ng CW, Isaac R, Chinna K, Ping WL, Hussein NB, Juvekar S & the RESPIRE Collaborators. NPJ Prim Care Respir Med. 2019 May; 29:17' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'India' is not a 'uri'""}]",8
TheatreEvents,Oxford University Hospitals NHS Foundation Trust,bf83ada4-b72e-4789-b177-12a53aa763ea,"[{'attribute': 'description', 'message': ""'description' is a required property""}, {'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'abstract', 'message': ""abstract: 'This dataset comprises data pulled from Cerner SURGINET and a bespoke theatre information system (TIMS) that is used within the trust. Currently the Cerner Surginet module is only used partially within the trust. The data relates to the theatre case procedure, pre and post op timings, and staff involved in the case.' is too long""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Available locally within Trust Clinical Data Warehouse System and authorised access by Trust staff only.' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Available locally within Trust Clinical Data Warehouse System and authorised access by Trust staff only.' is not of type 'array'""}]",20
Mental Health Inpatient and Day Case - Scottish Morbidity Record (SMR04),ALLIANCE > SCOTLAND,bfc6e7c5-a81b-4fe2-95b5-d108a48d7d67,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://www.isdscotland.org/Products-and-Services/eDRIS/' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'https://www.informationgovernance.scot.nhs.uk/pbpphsc/\\nhttps://www.isdscotland.org/About-ISD/Information-Requests/\\nhttps://www.isdscotland.org/Products-and-Services/eDRIS/' is not valid under any of the given schemas"", 'suberrors': ""    type: 'https://www.informationgovernance.scot.nhs.uk/pbpphsc/\\nhttps://www.isdscotland.org/About-ISD/Information-Requests/\\nhttps://www.isdscotland.org/Products-and-Services/eDRIS/' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'The Mental Health Inpatient and Day Case dataset covers everyone admitted to psychiatric hospitals in Scotland (non-residents of Scotland as well as residents).' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Provisional data: Monthly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",7
Daily Situation Report Data,ALLIANCE > SAIL,c0da6801-6907-4c06-8fba-d21943c3a931,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Access request duration depends on scoping and the IGRP process. General estimate ~ 3 months.' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Not Applicable' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Wales' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Daily' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",6
Covid-19 Infection Survey,OTHER > Office of National Statistics,c0f5fde3-4e8a-4956-998b-1fb955f58a22,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}]",7
UCL Infection DNA Bank,ALLIANCE > TISSUE DIRECTORY,c10d6c3a-e405-4ee9-828f-02443c210879,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Not Known' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",10
Vitamin D supplementation meta-analyses,HUBS > BREATHE,c16605d7-6e6e-4461-bfab-107660e31427,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Available upon request' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Available upon request' is not of type 'array'""}]",14
STAMPEDE,ALLIANCE > TISSUE DIRECTORY,c182a3b6-8eea-43ef-be18-6cd444f150dc,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",9
North West London Primary Care Prescriptions Data (NWL PCP),HUBS > DISCOVER NOW,c1f947c3-4956-4e0b-93ef-23ce9abda000,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: '4 - 6 weeks' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'ageBand', 'message': ""ageBand: 'Any Age' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'NHS Brent CCG; NHS Central London CCG; NHS Ealing CCG; NHS Hammersmith &Fulham CCG; NHS Harrow CCG; NHS Hillingdon CCG; NHS Hounslow CCG; NHS West London CCG' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Monthly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",6
Fife Radiology,ALLIANCE > DUNDEE,c22d8356-d51b-4d34-aadf-ed356d15fe46,"[{'attribute': 'description', 'message': ""'description' is a required property""}, {'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}]",18
Assessing the eDPSEEA model in seasonal pollen induced asthma in Islamabad,HUBS > BREATHE,c2548017-7913-40e1-bf98-aaa2e907b0ea,"[{'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access is managed on a project-by-project basis. Please contact the RESPIRE team.' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access is managed on a project-by-project basis. Please contact the RESPIRE team.' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'Pakistan' is not a 'uri'""}]",8
Tayside Bowel Screening Dataset,ALLIANCE > DUNDEE,c275f19e-2373-43dc-8e83-3318aaf8bfa4,"[{'attribute': 'description', 'message': ""'description' is a required property""}, {'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'jurisdiction', 'message': ""'jurisdiction' is a required property""}, {'attribute': 'keywords', 'message': ""'keywords' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'language', 'message': ""'language' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}]",18
Arden Tissue Bank,ALLIANCE > TISSUE DIRECTORY,c29c3fbe-700e-4f85-8943-5557c30c1dfa,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Please contact the publisher using Contact Point details provided' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Please contact the publisher using Contact Point details provided' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Please contact the publisher using Contact Point details provided' is not of type 'array'""}, {'attribute': 'doi', 'message': ""doi: 'Not Available' is not valid under any of the given schemas"", 'suberrors': ""    enum: 'Not Available' is not one of ['In Progress']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'In Progress' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",8
Genvasc Primary Care Data,ALLIANCE > LEICESTER,c324246a-22d9-45d8-9a7a-a513078be2d1,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'In Progress' is not valid under any of the given schemas"", 'suberrors': ""    type: 'In Progress' is not of type 'array'""}]",15
Sentinel Stroke National Audit Programme Acute Organisational survey dataset,ALLIANCE > HQIP,c3d84dfa-fe3a-4b86-a0f5-efbe45aa93ad,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRights', 'message': ""accessRights: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.strokeaudit.org/Research/Data-requests.aspx' is not valid under any of the given schemas"", 'suberrors': ""    type: 'https://www.hqip.org.uk/national-programmes/accessing-ncapop-data\\nhttps://www.strokeaudit.org/Research/Data-requests.aspx' is not of type 'array'""}]",15
UK BiLEVE Consortium Dataset,HUBS > BREATHE,c43363e5-a2cd-4990-a425-733dfe559a4f,"[{'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'Instant access to full GWAS Summary statistics: https://www.ebi.ac.uk/gwas/publications/30804560' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'United Kingdom' is not a 'uri'""}]",4
HES Accident and Emergency data for CPRD GOLD,ALLIANCE > CPRD,c55b92d8-889d-435c-b0cb-2d9f7b432839,"[{'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://cprd.com/Data-access' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.\\n\\nhttps://www.cprd.com/linked-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD GOLD.\\n\\nhttps://www.cprd.com/linked-data' is not of type 'array'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Quarterly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",10
Death Registration data for CPRD Aurum,ALLIANCE > CPRD,c577669a-a84f-493e-8164-3fe02f618561,"[{'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'accessRequestDuration', 'message': ""accessRequestDuration: 'https://cprd.com/Data-access' is not one of ['LESS 1 WEEK', '1-2 WEEKS', '2-4 WEEKS', '1-2 MONTHS', '2-6 MONTHS', 'MORE 6 MONTHS', 'VARIABLE', 'NOT APPLICABLE', 'OTHER']""}, {'attribute': 'accessRights', 'message': ""accessRights: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD Aurum.\\n\\nhttps://www.cprd.com/linked-data' is not valid under any of the given schemas"", 'suberrors': ""    type: 'Access to patient level data is dependent on approval of a study protocol by the Independent Scientific Advisory Committee (ISAC). All required linked data sources must be requested on the application form. Additionally, researchers who are first time users of a linked dataset must contact the CPRD Observational Research Team to discuss their requirements before submitting their application. Data are only provided by CPRD when part of a data extract is linked to CPRD Aurum.\\n\\nhttps://www.cprd.com/linked-data' is not of type 'array'""}, {'attribute': 'ageBand', 'message': ""ageBand: 'ALL' does not match '^\\\\d{0,3}\\\\s?-\\\\s?\\\\d{0,3}\\\\+?$'""}, {'attribute': 'geographicCoverage', 'message': ""geographicCoverage: 'England' is not a 'uri'""}, {'attribute': 'periodicity', 'message': ""periodicity: 'Quarterly' is not one of ['STATIC', 'IRREGULAR', 'CONTINUOUS', 'BIENNIAL', 'ANNUAL', 'BIANNUAL', 'QUARTERLY', 'BIMONTHLY', 'MONTHLY', 'BIWEEKLY', 'WEEKLY', 'SEMIWEEKLY', 'DAILY', 'OTHER']""}]",11
National Audit of Psychosis - Audit on Early Intervention in Psychosis services - contextual data,ALLIANCE > HQIP,c5994fae-9c4a-47eb-ba42-85bd76e92879,"[{'attribute': 'geographicCoverage', 'message': ""'geographicCoverage' is a required property""}, {'attribute': 'ageBand', 'message': ""'ageBand' is a required property""}, {'attribute': 'physicalSampleAvailability', 'message': ""'physicalSampleAvailability' is a required property""}, {'attribute': 'periodicity', 'message': ""'periodicity' is a required property""}, {'attribute': 'startDate', 'message': ""'startDate' is a required property""}, {'attribute': 'usageRestrictions', 'message': ""'usageRestrictions' is a required property""}, {'attribute': 'license', 'message': ""'license' is a required property""}, {'attribute': 'creator', 'message': ""'creator' is a required property""}, {'attribute': 'accessRequestCost', 'message': ""'accessRequestCost' is a required property""}, {'attribute': 'dataController', 'message': ""'dataController' is a required property""}, {'attribute': 'conformsTo', 'message': ""'conformsTo' is a required property""}, {'attribute': 'format', 'message': ""'format' is a required property""}, {'attribute': 'populationType', 'message': ""'populationType' is a required property""}, {'attribute': 'statisticalPopulation', 'message': ""'statisticalPopulation' is a required property""}, {'attribute': 'title', 'message': ""title: 'National Audit of Psychosis - Audit on Early Intervention in Psychosis services - contextual data' is too long""}]",15
